file	best_BER	alpha	block_size	num_bits
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0018.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0019.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0020.flac: best_BER=0.125, alpha=0.2, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0021.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0022.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0023.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0024.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0025.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0026.flac: best_BER=0.188, alpha=0.1, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0027.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0028.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0028_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0029.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0029_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0030.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0030_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0031.flac: best_BER=0.125, alpha=0.01, block_size=(32, 32), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0031_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0032.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0032_watermarked.flac
LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0033.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/5895/34629/5895-34629-0033_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0000.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0001.flac: best_BER=0.188, alpha=0.1, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0002.flac: best_BER=0.125, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0003.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0004.flac: best_BER=0.125, alpha=0.2, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0005.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0006.flac: best_BER=0.250, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0007.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0008.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0009.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0010.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0011.flac: best_BER=0.125, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0012.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0013.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0014.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0015.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0016.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0017.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0018.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0019.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0020.flac: best_BER=0.125, alpha=0.05, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0021.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0022.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0023.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0024.flac: best_BER=0.250, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0025.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0026.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0027.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61943/6241-61943-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0000.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0001.flac: best_BER=0.125, alpha=0.05, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0002.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0003.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0004.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0005.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0006.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0007.flac: best_BER=0.000, alpha=0.2, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0008.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0009.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0010.flac: best_BER=0.250, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0011.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0012.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0013.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0014.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0015.flac: best_BER=0.250, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0016.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0017.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0018.flac: best_BER=0.188, alpha=0.05, block_size=(32, 32), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0019.flac: best_BER=0.125, alpha=0.1, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0020.flac: best_BER=0.250, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0021.flac: best_BER=0.125, alpha=0.05, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0022.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0023.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6241/61946/6241-61946-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0000.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0001.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0002.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0003.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0004.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0005.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0006.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0007.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0008.flac: best_BER=0.125, alpha=0.05, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0009.flac: best_BER=0.000, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0010.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0010_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0011.flac: best_BER=0.188, alpha=0.2, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0011_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0012.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0012_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0013.flac: best_BER=0.250, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0013_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0014.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0014_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0015.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0015_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0016.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0016_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0017.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0017_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0018.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0018_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0019.flac: best_BER=0.000, alpha=0.2, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0019_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0020.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0020_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0021.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0021_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0022.flac: best_BER=0.125, alpha=0.1, block_size=(32, 32), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0022_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0023.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0023_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0024.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0024_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0025.flac: best_BER=0.250, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0025_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0026.flac: best_BER=0.000, alpha=0.2, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0026_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0027.flac: best_BER=0.188, alpha=0.1, block_size=(8, 8), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0027_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0028.flac: best_BER=0.000, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0028_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0029.flac: best_BER=0.125, alpha=0.01, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0029_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0030.flac: best_BER=0.250, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0030_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0031.flac: best_BER=0.000, alpha=0.01, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0031_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0032.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0032_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0033.flac: best_BER=0.125, alpha=0.2, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0033_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0034.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0034_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0035.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0035_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0036.flac: best_BER=0.000, alpha=0.1, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0036_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0037.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0037_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0038.flac: best_BER=0.000, alpha=0.01, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0038_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0039.flac: best_BER=0.125, alpha=0.1, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0039_watermarked.flac
LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0040.flac: best_BER=0.000, alpha=0.05, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6295/244435/6295-244435-0040_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0000.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0000_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0001.flac: best_BER=0.188, alpha=0.1, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0001_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0002.flac: best_BER=0.125, alpha=0.2, block_size=(16, 16), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0002_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0003.flac: best_BER=0.250, alpha=0.01, block_size=(8, 8), num_bits=8, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0003_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0004.flac: best_BER=0.000, alpha=0.1, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0004_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0005.flac: best_BER=0.250, alpha=0.1, block_size=(16, 16), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0005_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0006.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0006_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0007.flac: best_BER=0.000, alpha=0.05, block_size=(8, 8), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0007_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0008.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0008_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0009.flac: best_BER=0.000, alpha=0.05, block_size=(32, 32), num_bits=4, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0009_watermarked.flac
LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0010.flac: best_BER=0.188, alpha=0.01, block_size=(16, 16), num_bits=16, watermarked=LibriSpeech 2/dev-clean-2/6319/57405/6319-57405-0010_watermarked.flac
